family,regime,method,task,seeds,n_total,accuracy,accuracy_se,nonabstain_accuracy,nonabstain_accuracy_se,balanced_accuracy,balanced_accuracy_se,unsafe_false_positive_rate,unsafe_false_positive_rate_se,avoidable_false_negative_rate,avoidable_false_negative_rate_se,abstention_rate,abstention_rate_se,precision,precision_se,recall,recall_se,f1,f1_se,mean_test_cost,mean_test_cost_se,mean_tests_used,mean_tests_used_se,mean_total_cost,mean_total_cost_se,stale_unsafe_rate,stale_unsafe_rate_se,dominated_rate,dominated_rate_se
A_main_task,adversarial_counterfeit,cached_eatl,carry_hot,12,2400,0.95875,0.005079854746193458,0.95875,0.005079854746193458,0.9636481668106689,0.004607642556090396,0.037083333333333336,0.005346279268818832,0.004166666666666667,0.0012049980091353688,0.0,0.0,0.7883962054058912,0.024995223726491777,0.9703159209085933,0.008905837183709594,0.8669809455538927,0.014989101537779471,0.0864583333333332,0.0004979440052086578,0.8645833333333334,0.004979440052086508,0.27437500000000054,0.02675245138866766,0.0,0.0,0.7391666666666666,0.007583707949454955
A_main_task,adversarial_counterfeit,cached_eatl,contain_liquid,12,2400,0.9483333333333334,0.005516275276787125,0.9483333333333334,0.005516275276787125,0.9540570990087277,0.0055596294008130815,0.04541666666666667,0.005238925308098827,0.00625,0.0015231794896123562,0.0,0.0,0.790104436769968,0.01941118972473617,0.963020863281774,0.009023732312939875,0.8665792468670575,0.012869757708842593,0.0864583333333332,0.0004979440052086578,0.8645833333333334,0.004979440052086508,0.31729166666666714,0.026125024165084654,0.0,0.0,0.6925,0.008865578652771898
A_main_task,adversarial_counterfeit,cached_eatl,cut_soft_food,12,2400,0.9625,0.004459412925079221,0.9625,0.004459412925079221,0.9805375126135634,0.0022852847567826065,0.0375,0.0044594129250792236,0.0,0.0,0.0,0.0,0.5174346121714543,0.035842034205138824,1.0,0.0,0.673504136341665,0.032894821228763665,0.10374999999999997,0.0005975328062503854,0.8645833333333334,0.004979440052086508,0.2912499999999995,0.0223432468951624,0.0,0.0,0.8208333333333333,0.0054990816496846935
A_main_task,adversarial_counterfeit,cached_eatl,grasp_without_crushing,12,2400,0.9504166666666667,0.011120182534291402,0.9504166666666667,0.011120182534291402,0.9492564296487936,0.008515939954096424,0.03916666666666667,0.011109532716172953,0.010416666666666666,0.0023402225138096197,0.0,0.0,0.8446974128380129,0.031766072249230184,0.9474914405696453,0.011539842500206461,0.8888667521944074,0.020153924184055726,0.0864583333333332,0.0004979440052086578,0.8645833333333334,0.004979440052086508,0.288541666666667,0.05542054981838137,0.0,0.0,0.5229166666666667,0.00640957892690324
A_main_task,adversarial_counterfeit,cached_eatl,lift,12,2400,0.9533333333333334,0.007937572078731027,0.9533333333333334,0.007937572078731027,0.9563194993842485,0.0066869492662324954,0.035,0.007359800721939874,0.011666666666666667,0.0015488672954743084,0.0,0.0,0.90852561162765,0.01887780355133149,0.9664123014615442,0.005094219224191555,0.935603954045092,0.011710892188782976,0.06916666666666672,0.0003983552041669213,0.8645833333333334,0.004979440052086508,0.25116666666666576,0.037288123329206786,0.0,0.0,0.485,0.009923953268977468
A_main_task,adversarial_counterfeit,cached_eatl,pour_without_spill,12,2400,0.9545833333333333,0.005166116784032529,0.9545833333333333,0.005166116784032529,0.9373804838286071,0.014468415933612573,0.04083333333333333,0.0048785761294157385,0.004583333333333333,0.0015640774865198922,0.0,0.0,0.5776092600783003,0.027481546880647186,0.9181818181818182,0.029024329802958312,0.7043028439858251,0.02417121601170463,0.10374999999999997,0.0005975328062503854,0.8645833333333334,0.004979440052086508,0.31066666666666654,0.024489754608980514,0.0,0.0,0.69375,0.005744727490437983
A_main_task,adversarial_counterfeit,cached_eatl,push_without_sliding,12,2400,0.9616666666666667,0.0042342995795400405,0.9616666666666667,0.0042342995795400405,0.9586373085658202,0.0053519385370810494,0.030416666666666668,0.0038660494543963594,0.007916666666666667,0.001680811191843469,0.0,0.0,0.8498634582778124,0.016608183289853966,0.9542892593954501,0.009598467659947728,0.8980672145580356,0.011100387953409677,0.0778124999999999,0.00044814960468778504,0.8645833333333334,0.004979440052086508,0.23464583333333416,0.019271765988897186,0.0,0.0,0.5316666666666666,0.008401238484938279
A_main_task,adversarial_counterfeit,cached_eatl,stack_safely,12,2400,0.95875,0.007515766256626289,0.95875,0.007515766256626289,0.9608244473880017,0.008362474435795145,0.03916666666666667,0.0075586929018077184,0.0020833333333333333,0.0009649802426406817,0.0,0.0,0.5914839588752632,0.04678894665043328,0.9629349816849817,0.016391178345310873,0.7183772972061891,0.03901043559485555,0.09510416666666643,0.0005477384057295131,0.8645833333333334,0.004979440052086508,0.2921874999999996,0.03764291057896639,0.0,0.0,0.7025,0.008561276455380617
A_main_task,adversarial_counterfeit,cached_eatl,support_load,12,2400,0.9612499999999999,0.006546020072370597,0.9612499999999999,0.006546020072370597,0.9692046581227917,0.007024256830427205,0.0375,0.006381198709466505,0.00125,0.000652791209833867,0.0,0.0,0.6323289616730019,0.03389662865768481,0.9783781033781034,0.011597675651942141,0.7620055736706958,0.025999130868377743,0.1123958333333333,0.0006473272067712406,0.8645833333333334,0.004979440052086508,0.30064583333333383,0.03206619423654213,0.0,0.0,0.75,0.005075192189225528
A_main_task,adversarial_counterfeit,cached_eatl,wipe_spill,12,2400,0.9620833333333333,0.005092267360291174,0.9620833333333333,0.005092267360291174,0.976752118600976,0.0057312222742550295,0.0375,0.004747407586028272,0.0004166666666666667,0.0004166666666666667,0.0,0.0,0.5877847296513448,0.02606758788473969,0.9930555555555556,0.006944444444444448,0.7353558673382633,0.021910287846202966,0.06052083333333348,0.00034856080364605653,0.8645833333333334,0.004979440052086508,0.24827083333333333,0.024122401303224985,0.0,0.0,0.7508333333333334,0.004388057714416543
