family,seed,regime,visibility,n,accuracy,nonabstain_accuracy,balanced_accuracy,unsafe_false_positive_rate,avoidable_false_negative_rate,abstention_rate,precision,recall,f1,mean_test_cost,mean_tests_used,mean_total_cost,stale_unsafe_rate,dominated_rate
F_visibility,28501,label_preserving_flips,label_only,2400,0.7904166666666667,0.7904166666666667,0.8734472677023437,0.2075,0.0020833333333333333,0.0,0.36153846153846153,0.9825783972125436,0.528584817244611,0.0,0.0,1.0387499999999998,0.0,0.0
F_visibility,28502,label_preserving_flips,label_only,2400,0.8133333333333334,0.8133333333333334,0.8825328838133404,0.18375,0.002916666666666667,0.0,0.4346153846153846,0.9797687861271677,0.6021314387211368,0.0,0.0,0.9204999999999998,0.0,0.0
F_visibility,28503,label_preserving_flips,label_only,2400,0.8033333333333333,0.8033333333333333,0.8813868169780608,0.195,0.0016666666666666668,0.0,0.4,0.9873417721518988,0.5693430656934307,0.0,0.0,0.9759999999999999,0.0,0.0
F_visibility,28504,label_preserving_flips,label_only,2400,0.805,0.805,0.8781259058989179,0.19208333333333333,0.002916666666666667,0.0,0.40897435897435896,0.9785276073619632,0.5768535262206148,0.0,0.0,0.9621666666666666,0.0,0.0
F_visibility,28505,label_preserving_flips,label_only,2400,0.8054166666666667,0.8054166666666667,0.8744382989666009,0.19041666666666668,0.004166666666666667,0.0,0.41410256410256413,0.96996996996997,0.5804132973944295,0.0,0.0,0.9545833333333331,0.0,0.0
F_visibility,28506,label_preserving_flips,label_only,2400,0.8029166666666666,0.8029166666666666,0.8840512006698693,0.19625,0.0008333333333333334,0.0,0.39615384615384613,0.9935691318327974,0.5664527956003667,0.0,0.0,0.9817499999999999,0.0,0.0
F_visibility,28507,label_preserving_flips,label_only,2400,0.8104166666666667,0.8104166666666667,0.8862367651374994,0.18833333333333332,0.00125,0.0,0.4205128205128205,0.9909365558912386,0.5904590459045904,0.0,0.0,0.9424166666666668,0.0,0.0
F_visibility,28508,label_preserving_flips,label_only,2400,0.8129166666666666,0.8129166666666666,0.884849291929146,0.185,0.0020833333333333333,0.0,0.4307692307692308,0.9853372434017595,0.5994647636039251,0.0,0.0,0.9262499999999998,0.0,0.0
F_visibility,28509,label_preserving_flips,label_only,2400,0.8025,0.8025,0.8795646152724799,0.19541666666666666,0.0020833333333333333,0.0,0.39871794871794874,0.9841772151898734,0.5675182481751825,0.0,0.0,0.9783333333333334,0.0,0.0
F_visibility,28510,label_preserving_flips,label_only,2400,0.8141666666666667,0.8141666666666667,0.8829737178194529,0.18291666666666667,0.002916666666666667,0.0,0.4371794871794872,0.9798850574712644,0.6046099290780143,0.0,0.0,0.9163333333333331,0.0,0.0
F_visibility,28511,label_preserving_flips,label_only,2400,0.8125,0.8125,0.887250830564784,0.18625,0.00125,0.0,0.4269230769230769,0.9910714285714286,0.596774193548387,0.0,0.0,0.932,0.0,0.0
F_visibility,28512,label_preserving_flips,label_only,2400,0.80875,0.80875,0.8840706587863373,0.18958333333333333,0.0016666666666666668,0.0,0.4166666666666667,0.9878419452887538,0.5861136158701533,0.0,0.0,0.9489166666666665,0.0,0.0
F_visibility,28501,mixed,label_only,2400,0.8054166666666667,0.8054166666666667,0.7928601704315352,0.13833333333333334,0.05625,0.0,0.5743589743589743,0.7684391080617495,0.6573734409391049,0.0,0.0,0.7254166666666645,0.0,0.0
F_visibility,28502,mixed,label_only,2400,0.8166666666666667,0.8166666666666667,0.8033457573816318,0.12583333333333332,0.0575,0.0,0.6128205128205129,0.775974025974026,0.6848137535816619,0.0,0.0,0.6636666666666644,0.0,0.0
F_visibility,28503,mixed,label_only,2400,0.8291666666666667,0.8291666666666667,0.8154067309318451,0.11291666666666667,0.057916666666666665,0.0,0.6525641025641026,0.7854938271604939,0.7128851540616246,0.0,0.0,0.5993333333333328,0.0,0.0
F_visibility,28504,mixed,label_only,2400,0.82,0.82,0.8066528066528067,0.1225,0.0575,0.0,0.6230769230769231,0.7788461538461539,0.6923076923076924,0.0,0.0,0.6469999999999988,0.0,0.0
F_visibility,28505,mixed,label_only,2400,0.81625,0.81625,0.7987092031522951,0.11875,0.065,0.0,0.6346153846153846,0.7603686635944701,0.6918238993710691,0.0,0.0,0.632749999999999,0.0,0.0
F_visibility,28506,mixed,label_only,2400,0.81875,0.81875,0.8032048052083083,0.12,0.06125,0.0,0.6307692307692307,0.7699530516431925,0.693446088794926,0.0,0.0,0.6367499999999988,0.0,0.0
F_visibility,28507,mixed,label_only,2400,0.8125,0.8125,0.7932903869709205,0.11916666666666667,0.06833333333333333,0.0,0.6333333333333333,0.7507598784194529,0.6870653685674548,0.0,0.0,0.6368333333333315,0.0,0.0
F_visibility,28508,mixed,label_only,2400,0.8275,0.8275,0.81667866275558,0.11916666666666667,0.05333333333333334,0.0,0.6333333333333333,0.7942122186495176,0.7047075606276747,0.0,0.0,0.6278333333333326,0.0,0.0
