family,seed,regime,method,n,accuracy,nonabstain_accuracy,balanced_accuracy,unsafe_false_positive_rate,avoidable_false_negative_rate,abstention_rate,precision,recall,f1,mean_test_cost,mean_tests_used,mean_total_cost,stale_unsafe_rate,dominated_rate
C_selector_ablation,28201,label_preserving_flips,risk_aware_eatl,2400,0.9795833333333334,0.9795833333333334,0.968527131319532,0.014166666666666666,0.00625,0.0,0.9002932551319648,0.953416149068323,0.9260935143288084,0.0694833333333333,0.6929166666666666,0.12669583333333204,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,eager_eatl,2400,0.9725,0.9725,0.9670610178205274,0.022083333333333333,0.005416666666666667,0.0,0.8535911602209945,0.9596273291925466,0.9035087719298246,0.10200000000000006,1.0,0.19016666666666335,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,risk_no_failure_harm,2400,0.9820833333333333,0.9820833333333333,0.9817804386683325,0.015416666666666667,0.0025,0.0,0.8951841359773371,0.9813664596273292,0.9362962962962962,0.0694833333333333,0.6929166666666666,0.13069583333333168,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,risk_no_test_harm,2400,0.98375,0.98375,0.9801185444676259,0.012916666666666667,0.0033333333333333335,0.0,0.9101449275362319,0.9751552795031055,0.9415292353823088,0.0694833333333333,0.6929166666666666,0.11869583333333239,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,risk_no_abstention,2400,0.9795833333333334,0.9795833333333334,0.9764002056444623,0.016666666666666666,0.00375,0.0,0.886685552407932,0.9720496894409938,0.9274074074074073,0.0694833333333333,0.6929166666666666,0.13769583333333102,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,cheapest_test_selector,2400,0.9016666666666666,0.9016666666666666,0.9314050179640003,0.09458333333333334,0.00375,0.0,0.5796296296296296,0.9720496894409938,0.7262180974477959,0.01279999999999993,0.155,0.4847666666666648,0.0,0.0
C_selector_ablation,28201,label_preserving_flips,random_test_control,2400,0.5075,0.5075,0.5135163409633008,0.42833333333333334,0.06416666666666666,0.0,0.14046822742474915,0.5217391304347826,0.22134387351778656,0.06630000000000003,1.0,2.2298916666666666,0.0,0.0
C_selector_ablation,28202,label_preserving_flips,risk_aware_eatl,2400,0.98,0.98,0.9721760797342193,0.014583333333333334,0.005416666666666667,0.0,0.9022346368715084,0.9613095238095238,0.9308357348703171,0.07008333333333328,0.6995833333333333,0.1287291666666652,0.0,0.0
C_selector_ablation,28202,label_preserving_flips,eager_eatl,2400,0.9754166666666667,0.9754166666666667,0.9757405869324474,0.02125,0.0033333333333333335,0.0,0.8654353562005277,0.9761904761904762,0.9174825174825175,0.10200000000000006,1.0,0.18474999999999703,0.0,0.0
C_selector_ablation,28202,label_preserving_flips,risk_no_failure_harm,2400,0.9804166666666667,0.9804166666666667,0.976155869324474,0.015416666666666667,0.004166666666666667,0.0,0.8980716253443526,0.9702380952380952,0.9327610872675249,0.07008333333333328,0.6995833333333333,0.13214583333333177,0.0,0.0
