family,seed,noise,guard,n,accuracy,nonabstain_accuracy,balanced_accuracy,unsafe_false_positive_rate,avoidable_false_negative_rate,abstention_rate,precision,recall,f1,mean_test_cost,mean_tests_used,mean_total_cost,stale_unsafe_rate,dominated_rate
E_noise_bias,28401,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28402,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28403,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28404,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28405,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28406,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28407,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28408,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28409,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28410,0.0,crisp_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28401,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28402,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28403,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28404,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28405,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28406,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28407,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28408,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28409,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28410,0.0,margin_abstain_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.10199999999999987,1.0,0.10199999999999987,0.0,0.0
E_noise_bias,28401,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28402,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28403,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28404,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28405,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28406,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28407,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28408,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28409,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28410,0.0,repeat3_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3060000000000007,3.0,0.3060000000000007,0.0,0.0
E_noise_bias,28401,0.0,bayes_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5100000000000016,5.0,0.5100000000000016,0.0,0.0
E_noise_bias,28402,0.0,bayes_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5100000000000016,5.0,0.5100000000000016,0.0,0.0
E_noise_bias,28403,0.0,bayes_guard,2000,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5100000000000016,5.0,0.5100000000000016,0.0,0.0
