family,regime,visibility,seeds,n_total,accuracy,accuracy_se,nonabstain_accuracy,nonabstain_accuracy_se,balanced_accuracy,balanced_accuracy_se,unsafe_false_positive_rate,unsafe_false_positive_rate_se,avoidable_false_negative_rate,avoidable_false_negative_rate_se,abstention_rate,abstention_rate_se,precision,precision_se,recall,recall_se,f1,f1_se,mean_test_cost,mean_test_cost_se,mean_tests_used,mean_tests_used_se,mean_total_cost,mean_total_cost_se,stale_unsafe_rate,stale_unsafe_rate_se,dominated_rate,dominated_rate_se
F_visibility,adversarial_counterfeit,full_noisy,12,28800,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F_visibility,adversarial_counterfeit,geometry_damage,12,28800,0.8604166666666667,0.001095214567787951,0.8604166666666667,0.001095214567787951,0.9194447952567277,0.0005379623923468224,0.13958333333333334,0.001095214567787953,0.0,0.0,0.0,0.0,0.48911584781230544,0.004467662281151978,1.0,0.0,0.6567868866683246,0.004068460888458099,0.0,0.0,0.0,0.0,0.6979166666666666,0.005476072838939758,0.0,0.0,0.0,0.0
F_visibility,adversarial_counterfeit,geometry_material,12,28800,0.8570138888888889,0.0009510224723871734,0.8570138888888889,0.0009510224723871734,0.9174773910852665,0.0004933051254543722,0.14298611111111112,0.0009510224723871716,0.0,0.0,0.0,0.0,0.4830771036850135,0.003975222866170327,1.0,0.0,0.651345249839258,0.003635805442728238,0.0,0.0,0.0,0.0,0.7149305555555555,0.004755112361935864,0.0,0.0,0.0,0.0
F_visibility,adversarial_counterfeit,geometry_only,12,28800,0.7613194444444444,0.0009286313589890598,0.7613194444444444,0.0009286313589890598,0.8622456532668491,0.0004445893061426937,0.23868055555555556,0.0009286313589890606,0.0,0.0,0.0,0.0,0.35893253559299954,0.0032227548100421453,1.0,0.0,0.5281649690246113,0.0035123440291960233,0.0,0.0,0.0,0.0,1.1934027777777778,0.004643156794945301,0.0,0.0,0.0,0.0
F_visibility,adversarial_counterfeit,label_only,12,28800,0.8038888888888889,0.001538073663657645,0.8038888888888889,0.001538073663657645,0.8792508891877975,0.0013045878689168567,0.19371527777777778,0.0015079565330086014,0.0023958333333333336,0.00026711708330858625,0.0,0.0,0.40395299145299146,0.0046398662554110815,0.9820835079813047,0.0019793442628496783,0.5722769675305348,0.004749349065644405,0.0,0.0,0.0,0.0,0.9700138888888888,0.007545539586319146,0.0,0.0,0.0,0.0
F_visibility,adversarial_counterfeit,vlm_blend,12,28800,0.8701041666666667,0.001340500190893123,0.8701041666666667,0.001340500190893123,0.9218198565677498,0.0010312104204243356,0.1288888888888889,0.0012753462811820181,0.0010069444444444444,0.00014006759932028907,0.0,0.0,0.5071685811377229,0.004822040436425115,0.9924075770524554,0.0010866744433229623,0.6711472035942698,0.004392832029964899,0.0,0.0,0.0,0.0,0.6450486111111111,0.006412659925196233,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,full_noisy,12,28800,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,geometry_damage,12,28800,0.8784027777777778,0.001631440659399014,0.8784027777777778,0.001631440659399014,0.929626921655603,0.0008982287535343783,0.12159722222222222,0.001631440659399016,0.0,0.0,0.0,0.0,0.528048430385278,0.006055765200734995,1.0,0.0,0.690913855513185,0.005210603265112047,0.0,0.0,0.0,0.0,0.6079861111111111,0.008157203296995074,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,geometry_material,12,28800,0.8590625000000001,0.001573404708886473,0.8590625000000001,0.001573404708886473,0.9184367833345422,0.000818063479397456,0.1409375,0.0015734047088864734,0.0,0.0,0.0,0.0,0.49115082841368896,0.005891724865974302,1.0,0.0,0.658522531557904,0.005327409854765179,0.0,0.0,0.0,0.0,0.7046875,0.007867023544432368,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,geometry_only,12,28800,0.7852777777777777,0.002261528949058548,0.7852777777777777,0.002261528949058548,0.8757212617231503,0.0012967399531704931,0.21472222222222223,0.002261528949058546,0.0,0.0,0.0,0.0,0.38792519363474715,0.00479724947439147,1.0,0.0,0.558810115826055,0.004998627897350639,0.0,0.0,0.0,0.0,1.073611111111111,0.011307644745292743,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,label_only,12,28800,0.8068055555555556,0.0019518707392437787,0.8068055555555556,0.0019518707392437787,0.8815773544615694,0.0012698953280932841,0.19104166666666667,0.001989357733520844,0.0021527777777777778,0.0002705823105017278,0.0,0.0,0.41217948717948716,0.0061211007185256764,0.984250425872555,0.0019075804667824624,0.5807265614212368,0.006156184545525526,0.0,0.0,0.0,0.0,0.9564999999999999,0.009914740709334433,0.0,0.0,0.0,0.0
F_visibility,label_preserving_flips,vlm_blend,12,28800,0.8576388888888888,0.002034356975870991,0.8576388888888888,0.002034356975870991,0.9155798043040647,0.0010422869452869487,0.1417013888888889,0.0020798318639281884,0.0006597222222222222,0.0001577335574324367,0.0,0.0,0.4887221072057686,0.006921081306490979,0.9951514539057742,0.001145752115359609,0.6551873349894148,0.006270150524376424,0.0,0.0,0.0,0.0,0.7089027777777778,0.01036897077120465,0.0,0.0,0.0,0.0
F_visibility,mixed,full_noisy,12,28800,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F_visibility,mixed,geometry_damage,12,28800,0.9017361111111111,0.0015546590580434178,0.9017361111111111,0.0015546590580434178,0.9330800215930715,0.0008981903635511758,0.09826388888888889,0.0015546590580434196,0.0,0.0,0.0,0.0,0.7300620492516908,0.004936473427094158,1.0,0.0,0.8438676993034,0.0033264329932501894,0.0,0.0,0.0,0.0,0.4913194444444444,0.007773295290217095,0.0,0.0,0.0,0.0
F_visibility,mixed,geometry_material,12,28800,0.8805208333333333,0.0011875443018494985,0.8805208333333333,0.0011875443018494985,0.9185940639574359,0.0008835666201317535,0.11947916666666666,0.0011875443018495018,0.0,0.0,0.0,0.0,0.689907481358371,0.003284833520816553,1.0,0.0,0.8164541731973588,0.0022956490993472083,0.0,0.0,0.0,0.0,0.5973958333333333,0.005937721509247501,0.0,0.0,0.0,0.0
F_visibility,mixed,geometry_only,12,28800,0.8146875,0.0020329287610841387,0.8146875,0.0020329287610841387,0.8737796482896052,0.0011285212365135916,0.1853125,0.002032928761084141,0.0,0.0,0.0,0.0,0.5892812338426886,0.00497189990221099,1.0,0.0,0.7414332709441073,0.003958598757017843,0.0,0.0,0.0,0.0,0.9265625,0.010164643805420698,0.0,0.0,0.0,0.0
F_visibility,mixed,label_only,12,28800,0.8208680555555555,0.002467943856433387,0.8208680555555555,0.002467943856433387,0.8060707959520741,0.00273771862030513,0.1190625,0.0024693645880783217,0.060069444444444446,0.0013084335889872755,0.0,0.0,0.6336538461538461,0.007598044886394839,0.7742436592054328,0.0037998394969408415,0.6966726549346968,0.0052806040742216735,0.0,0.0,0.0,0.0,0.6313541666666657,0.01216155076560578,0.0,0.0,0.0,0.0
