family,seed,hidden_flip_rate,test_harm_weight,failure_harm,method,n,accuracy,nonabstain_accuracy,balanced_accuracy,unsafe_false_positive_rate,avoidable_false_negative_rate,abstention_rate,precision,recall,f1,mean_test_cost,mean_tests_used,mean_total_cost,stale_unsafe_rate,dominated_rate
B_phase,28105,0.0,0.0,1.0,risk_aware_eatl,1000,0.981,0.981,0.9777962827871297,0.009,0.01,0.0,0.971875,0.9688473520249221,0.9703588143525741,0.05587000000000012,0.564,0.014999999999999998,0.0,0.0
B_phase,28106,0.0,0.0,1.0,text_prior,1000,0.993,0.993,0.9924117904887135,0.004,0.003,0.0,0.9876923076923076,0.9907407407407407,0.9892141756548536,0.0,0.0,0.0058000000000000005,0.0,0.0
B_phase,28106,0.0,0.0,1.0,passive_vision_proxy,1000,0.824,0.824,0.8698224852071006,0.176,0.0,0.0,0.648,1.0,0.7864077669902912,0.0,0.0,0.176,0.0,0.0
B_phase,28106,0.0,0.0,1.0,conservative_prior,1000,0.848,0.991812865497076,0.9886615318501868,0.004,0.003,0.145,0.9777777777777777,0.9832402234636871,0.9805013927576602,0.0,0.0,0.027549999999999925,0.0,0.0
B_phase,28106,0.0,0.0,1.0,eager_eatl,1000,0.967,0.967,0.9707703265395573,0.027,0.006,0.0,0.9217391304347826,0.9814814814814815,0.9506726457399104,0.10199999999999945,1.0,0.0306,0.0,0.0
B_phase,28106,0.0,0.0,1.0,risk_aware_eatl,1000,0.981,0.981,0.973893271970195,0.004,0.015,0.0,0.987220447284345,0.9537037037037037,0.9701726844583988,0.05420000000000009,0.547,0.012999999999999996,0.0,0.0
B_phase,28101,0.0,0.1,1.0,text_prior,1000,0.989,0.989,0.9886265779878708,0.007,0.004,0.0,0.9784615384615385,0.9875776397515528,0.9829984544049459,0.0,0.0,0.009399999999999999,0.0,0.0
B_phase,28101,0.0,0.1,1.0,passive_vision_proxy,1000,0.823,0.823,0.8694690265486726,0.177,0.0,0.0,0.6452905811623246,1.0,0.784409257003654,0.0,0.0,0.177,0.0,0.0
B_phase,28101,0.0,0.1,1.0,conservative_prior,1000,0.844,0.9871345029239766,0.9835383230838458,0.007,0.004,0.145,0.9611111111111111,0.9774011299435028,0.9691876750700281,0.0,0.0,0.031149999999999897,0.0,0.0
B_phase,28101,0.0,0.1,1.0,eager_eatl,1000,0.969,0.969,0.9673546602172998,0.019,0.012,0.0,0.9422492401215805,0.9627329192546584,0.9523809523809524,0.10199999999999945,1.0,0.036400000000000245,0.0,0.0
B_phase,28101,0.0,0.1,1.0,risk_aware_eatl,1000,0.985,0.985,0.9816000659594349,0.006,0.009,0.0,0.9811912225705329,0.9720496894409938,0.9765990639625585,0.05674000000000009,0.57,0.017073999999999968,0.0,0.0
B_phase,28102,0.0,0.1,1.0,text_prior,1000,0.994,0.994,0.9947604824760621,0.005,0.001,0.0,0.9846153846153847,0.9968847352024922,0.9907120743034056,0.0,0.0,0.0056,0.0,0.0
B_phase,28102,0.0,0.1,1.0,passive_vision_proxy,1000,0.823,0.823,0.8696612665684831,0.177,0.0,0.0,0.6445783132530121,1.0,0.7838827838827839,0.0,0.0,0.177,0.0,0.0
B_phase,28102,0.0,0.1,1.0,conservative_prior,1000,0.849,0.9929824561403509,0.9934772057839067,0.005,0.001,0.145,0.9722222222222222,0.9943181818181818,0.9831460674157303,0.0,0.0,0.02734999999999992,0.0,0.0
B_phase,28102,0.0,0.1,1.0,eager_eatl,1000,0.978,0.978,0.9755871517120192,0.012,0.01,0.0,0.9628482972136223,0.9688473520249221,0.9658385093167702,0.10199999999999945,1.0,0.02820000000000025,0.0,0.0
B_phase,28102,0.0,0.1,1.0,risk_aware_eatl,1000,0.985,0.985,0.9815630462609941,0.006,0.009,0.0,0.9811320754716981,0.9719626168224299,0.9765258215962441,0.05644000000000011,0.568,0.01704399999999994,0.0,0.0
B_phase,28103,0.0,0.1,1.0,text_prior,1000,0.992,0.992,0.9924664730522713,0.006,0.002,0.0,0.9815384615384616,0.9937694704049844,0.9876160990712075,0.0,0.0,0.007199999999999999,0.0,0.0
B_phase,28103,0.0,0.1,1.0,passive_vision_proxy,1000,0.824,0.824,0.8703976435935199,0.176,0.0,0.0,0.6458752515090543,1.0,0.784841075794621,0.0,0.0,0.176,0.0,0.0
B_phase,28103,0.0,0.1,1.0,conservative_prior,1000,0.847,0.9906432748538012,0.989899919667961,0.006,0.002,0.145,0.9666666666666667,0.9886363636363636,0.9775280898876404,0.0,0.0,0.028949999999999927,0.0,0.0
B_phase,28103,0.0,0.1,1.0,eager_eatl,1000,0.957,0.957,0.9560169573176607,0.028,0.015,0.0,0.9161676646706587,0.9532710280373832,0.934351145038168,0.10199999999999945,1.0,0.04719999999999997,0.0,0.0
B_phase,28103,0.0,0.1,1.0,risk_aware_eatl,1000,0.977,0.977,0.970744497818397,0.008,0.015,0.0,0.9745222929936306,0.9532710280373832,0.9637795275590553,0.05596000000000012,0.565,0.02259600000000006,0.0,0.0
B_phase,28104,0.0,0.1,1.0,text_prior,1000,0.993,0.993,0.9940257352941176,0.006,0.001,0.0,0.9815384615384616,0.996875,0.9891472868217054,0.0,0.0,0.0066,0.0,0.0
B_phase,28104,0.0,0.1,1.0,passive_vision_proxy,1000,0.824,0.824,0.8705882352941177,0.176,0.0,0.0,0.6451612903225806,1.0,0.7843137254901961,0.0,0.0,0.176,0.0,0.0
B_phase,28104,0.0,0.1,1.0,conservative_prior,1000,0.848,0.991812865497076,0.9927310924369748,0.006,0.001,0.145,0.9666666666666667,0.9942857142857143,0.9802816901408451,0.0,0.0,0.028349999999999917,0.0,0.0
B_phase,28104,0.0,0.1,1.0,eager_eatl,1000,0.96,0.96,0.9581801470588236,0.025,0.015,0.0,0.9242424242424242,0.953125,0.9384615384615383,0.10199999999999945,1.0,0.044200000000000156,0.0,0.0
B_phase,28104,0.0,0.1,1.0,risk_aware_eatl,1000,0.985,0.985,0.9823529411764707,0.007,0.008,0.0,0.9780564263322884,0.975,0.9765258215962441,0.054720000000000116,0.552,0.017271999999999968,0.0,0.0
B_phase,28105,0.0,0.1,1.0,text_prior,1000,0.989,0.989,0.9894301470588236,0.008,0.003,0.0,0.9753846153846154,0.990625,0.9829457364341085,0.0,0.0,0.0098,0.0,0.0
B_phase,28105,0.0,0.1,1.0,passive_vision_proxy,1000,0.824,0.824,0.8705882352941177,0.176,0.0,0.0,0.6451612903225806,1.0,0.7843137254901961,0.0,0.0,0.176,0.0,0.0
B_phase,28105,0.0,0.1,1.0,conservative_prior,1000,0.844,0.9871345029239766,0.985546218487395,0.008,0.003,0.145,0.9555555555555556,0.9828571428571429,0.9690140845070423,0.0,0.0,0.03154999999999991,0.0,0.0
B_phase,28105,0.0,0.1,1.0,eager_eatl,1000,0.962,0.962,0.9621323529411765,0.026,0.012,0.0,0.9221556886227545,0.9625,0.9418960244648319,0.10199999999999945,1.0,0.043400000000000126,0.0,0.0
B_phase,28105,0.0,0.1,1.0,risk_aware_eatl,1000,0.978,0.978,0.9722426470588236,0.008,0.014,0.0,0.9745222929936306,0.95625,0.9652996845425867,0.05582000000000011,0.563,0.021982000000000085,0.0,0.0
B_phase,28106,0.0,0.1,1.0,text_prior,1000,0.994,0.994,0.9939498150189097,0.004,0.002,0.0,0.9876923076923076,0.9938080495356038,0.9907407407407408,0.0,0.0,0.0052,0.0,0.0
B_phase,28106,0.0,0.1,1.0,passive_vision_proxy,1000,0.822,0.822,0.8685376661742984,0.178,0.0,0.0,0.6447105788423154,1.0,0.7839805825242719,0.0,0.0,0.178,0.0,0.0
B_phase,28106,0.0,0.1,1.0,conservative_prior,1000,0.849,0.9929824561403509,0.9914278127230179,0.004,0.002,0.145,0.9777777777777777,0.9887640449438202,0.9832402234636872,0.0,0.0,0.026949999999999943,0.0,0.0
B_phase,28106,0.0,0.1,1.0,eager_eatl,1000,0.964,0.964,0.9636988901134581,0.024,0.012,0.0,0.9283582089552239,0.9628482972136223,0.945288753799392,0.10199999999999945,1.0,0.04140000000000015,0.0,0.0
B_phase,28106,0.0,0.1,1.0,risk_aware_eatl,1000,0.98,0.98,0.9779440346456549,0.011,0.009,0.0,0.9661538461538461,0.9721362229102167,0.9691358024691359,0.056110000000000125,0.566,0.02201100000000008,0.0,0.0
B_phase,28101,0.0,0.25,1.0,text_prior,1000,0.994,0.994,0.9931623931623932,0.003,0.003,0.0,0.9907692307692307,0.9907692307692307,0.9907692307692307,0.0,0.0,0.0048,0.0,0.0
B_phase,28101,0.0,0.25,1.0,passive_vision_proxy,1000,0.824,0.824,0.8696296296296296,0.176,0.0,0.0,0.6487025948103793,1.0,0.7869249394673123,0.0,0.0,0.176,0.0,0.0
B_phase,28101,0.0,0.25,1.0,conservative_prior,1000,0.849,0.9929824561403509,0.9894444444444443,0.003,0.003,0.145,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.0,0.0,0.02654999999999995,0.0,0.0
B_phase,28101,0.0,0.25,1.0,eager_eatl,1000,0.963,0.963,0.967008547008547,0.03,0.007,0.0,0.9137931034482759,0.9784615384615385,0.9450222882615156,0.10199999999999945,1.0,0.05970000000000002,0.0,0.0
B_phase,28101,0.0,0.25,1.0,risk_aware_eatl,1000,0.979,0.979,0.9764672364672364,0.011,0.01,0.0,0.9662576687116564,0.9692307692307692,0.9677419354838709,0.056060000000000124,0.566,0.03101499999999988,0.0,0.0
B_phase,28102,0.0,0.25,1.0,text_prior,1000,0.995,0.995,0.9954973524615696,0.004,0.001,0.0,0.9876923076923076,0.9968944099378882,0.9922720247295209,0.0,0.0,0.0046,0.0,0.0
B_phase,28102,0.0,0.25,1.0,passive_vision_proxy,1000,0.825,0.825,0.8709439528023599,0.175,0.0,0.0,0.647887323943662,1.0,0.7863247863247863,0.0,0.0,0.175,0.0,0.0
B_phase,28102,0.0,0.25,1.0,conservative_prior,1000,0.85,0.9941520467836257,0.9942252887355633,0.004,0.001,0.145,0.9777777777777777,0.9943502824858758,0.9859943977591036,0.0,0.0,0.026349999999999953,0.0,0.0
B_phase,28102,0.0,0.25,1.0,eager_eatl,1000,0.964,0.964,0.9669286721999304,0.028,0.008,0.0,0.9181286549707602,0.9751552795031055,0.9457831325301205,0.10199999999999945,1.0,0.058300000000000025,0.0,0.0
B_phase,28102,0.0,0.25,1.0,risk_aware_eatl,1000,0.971,0.971,0.9655682588541381,0.013,0.016,0.0,0.9592476489028213,0.9503105590062112,0.9547581903276131,0.05493000000000011,0.555,0.03633249999999997,0.0,0.0
B_phase,28103,0.0,0.25,1.0,text_prior,1000,0.993,0.993,0.9924117904887135,0.004,0.003,0.0,0.9876923076923076,0.9907407407407407,0.9892141756548536,0.0,0.0,0.005799999999999999,0.0,0.0
B_phase,28103,0.0,0.25,1.0,passive_vision_proxy,1000,0.824,0.824,0.8698224852071006,0.176,0.0,0.0,0.648,1.0,0.7864077669902912,0.0,0.0,0.176,0.0,0.0
B_phase,28103,0.0,0.25,1.0,conservative_prior,1000,0.848,0.991812865497076,0.9886615318501868,0.004,0.003,0.145,0.9777777777777777,0.9832402234636871,0.9805013927576602,0.0,0.0,0.027549999999999922,0.0,0.0
B_phase,28103,0.0,0.25,1.0,eager_eatl,1000,0.975,0.975,0.9726696617722259,0.014,0.011,0.0,0.9571865443425076,0.9660493827160493,0.9615975422427034,0.10199999999999945,1.0,0.0460999999999999,0.0,0.0
B_phase,28103,0.0,0.25,1.0,risk_aware_eatl,1000,0.983,0.983,0.9809975162539265,0.009,0.008,0.0,0.9723076923076923,0.9753086419753086,0.9738058551617874,0.05552000000000012,0.561,0.02767999999999994,0.0,0.0
B_phase,28104,0.0,0.25,1.0,text_prior,1000,0.99,0.99,0.9901724636284805,0.007,0.003,0.0,0.9784615384615385,0.9906542056074766,0.9845201238390093,0.0,0.0,0.008799999999999999,0.0,0.0
B_phase,28104,0.0,0.25,1.0,passive_vision_proxy,1000,0.823,0.823,0.8696612665684831,0.177,0.0,0.0,0.6445783132530121,1.0,0.7838827838827839,0.0,0.0,0.177,0.0,0.0
B_phase,28104,0.0,0.25,1.0,conservative_prior,1000,0.845,0.9883040935672515,0.986322633552015,0.007,0.003,0.145,0.9611111111111111,0.9829545454545454,0.9719101123595505,0.0,0.0,0.03054999999999991,0.0,0.0
B_phase,28104,0.0,0.25,1.0,eager_eatl,1000,0.969,0.969,0.9656747369918195,0.017,0.014,0.0,0.9475308641975309,0.956386292834891,0.9519379844961241,0.10199999999999945,1.0,0.05090000000000002,0.0,0.0
B_phase,28104,0.0,0.25,1.0,risk_aware_eatl,1000,0.983,0.983,0.9833753137057887,0.012,0.005,0.0,0.9634146341463414,0.9844236760124611,0.9738058551617873,0.05528000000000012,0.557,0.028819999999999957,0.0,0.0
B_phase,28105,0.0,0.25,1.0,text_prior,1000,0.993,0.993,0.9924117904887135,0.004,0.003,0.0,0.9876923076923076,0.9907407407407407,0.9892141756548536,0.0,0.0,0.0058,0.0,0.0
B_phase,28105,0.0,0.25,1.0,passive_vision_proxy,1000,0.825,0.825,0.8705621301775148,0.175,0.0,0.0,0.6492985971943888,1.0,0.787363304981774,0.0,0.0,0.175,0.0,0.0
B_phase,28105,0.0,0.25,1.0,conservative_prior,1000,0.848,0.991812865497076,0.9886615318501868,0.004,0.003,0.145,0.9777777777777777,0.9832402234636871,0.9805013927576602,0.0,0.0,0.02754999999999993,0.0,0.0
B_phase,28105,0.0,0.25,1.0,eager_eatl,1000,0.962,0.962,0.9582328877200672,0.021,0.017,0.0,0.9359756097560976,0.9475308641975309,0.941717791411043,0.10199999999999945,1.0,0.05669999999999998,0.0,0.0
B_phase,28105,0.0,0.25,1.0,risk_aware_eatl,1000,0.981,0.981,0.9779110965008401,0.009,0.01,0.0,0.9721362229102167,0.9691358024691358,0.9706336939721792,0.05540000000000011,0.559,0.02884999999999995,0.0,0.0
B_phase,28106,0.0,0.25,1.0,text_prior,1000,0.994,0.994,0.9955947136563876,0.006,0.0,0.0,0.9815384615384616,1.0,0.9906832298136645,0.0,0.0,0.006,0.0,0.0
B_phase,28106,0.0,0.25,1.0,passive_vision_proxy,1000,0.823,0.823,0.8700440528634361,0.177,0.0,0.0,0.6431451612903226,1.0,0.7828220858895706,0.0,0.0,0.177,0.0,0.0
B_phase,28106,0.0,0.25,1.0,conservative_prior,1000,0.849,0.9929824561403509,0.9955947136563876,0.006,0.0,0.145,0.9666666666666667,1.0,0.983050847457627,0.0,0.0,0.027749999999999938,0.0,0.0
B_phase,28106,0.0,0.25,1.0,eager_eatl,1000,0.968,0.968,0.9656737510299715,0.019,0.013,0.0,0.9415384615384615,0.9592476489028213,0.9503105590062111,0.10199999999999945,1.0,0.052300000000000006,0.0,0.0
B_phase,28106,0.0,0.25,1.0,risk_aware_eatl,1000,0.991,0.991,0.9883929681134602,0.003,0.006,0.0,0.990506329113924,0.9811912225705329,0.9858267716535433,0.05526000000000008,0.557,0.020415,0.0,0.0
B_phase,28101,0.0,0.5,1.0,text_prior,1000,0.987,0.987,0.9863363198299713,0.008,0.005,0.0,0.9753846153846154,0.984472049689441,0.9799072642967542,0.0,0.0,0.011,0.0,0.0
B_phase,28101,0.0,0.5,1.0,passive_vision_proxy,1000,0.825,0.825,0.8709439528023599,0.175,0.0,0.0,0.647887323943662,1.0,0.7863247863247863,0.0,0.0,0.175,0.0,0.0
B_phase,28101,0.0,0.5,1.0,conservative_prior,1000,0.842,0.9847953216374269,0.97997600119994,0.008,0.005,0.145,0.9555555555555556,0.9717514124293786,0.9635854341736695,0.0,0.0,0.032749999999999904,0.0,0.0
B_phase,28101,0.0,0.5,1.0,eager_eatl,1000,0.971,0.971,0.9753522417046849,0.025,0.004,0.0,0.9271137026239067,0.9875776397515528,0.956390977443609,0.10199999999999945,1.0,0.07839999999999973,0.0,0.0
B_phase,28101,0.0,0.5,1.0,risk_aware_eatl,1000,0.987,0.987,0.9847056560215468,0.006,0.007,0.0,0.9813084112149533,0.9782608695652174,0.9797822706065318,0.0561600000000001,0.565,0.03827999999999998,0.0,0.0
B_phase,28102,0.0,0.5,1.0,text_prior,1000,0.992,0.992,0.9916632749655876,0.005,0.003,0.0,0.9846153846153847,0.9907120743034056,0.9876543209876544,0.0,0.0,0.0068,0.0,0.0
B_phase,28102,0.0,0.5,1.0,passive_vision_proxy,1000,0.824,0.824,0.8700147710487445,0.176,0.0,0.0,0.6472945891783567,1.0,0.7858880778588807,0.0,0.0,0.176,0.0,0.0
B_phase,28102,0.0,0.5,1.0,conservative_prior,1000,0.847,0.9906432748538012,0.98788027152175,0.005,0.003,0.145,0.9722222222222222,0.9831460674157303,0.9776536312849161,0.0,0.0,0.02854999999999993,0.0,0.0
B_phase,28102,0.0,0.5,1.0,eager_eatl,1000,0.97,0.97,0.9713679454523005,0.022,0.008,0.0,0.9347181008902077,0.9752321981424149,0.9545454545454546,0.10199999999999945,1.0,0.07779999999999972,0.0,0.0
B_phase,28102,0.0,0.5,1.0,risk_aware_eatl,1000,0.976,0.976,0.9717520841812586,0.011,0.013,0.0,0.9657320872274143,0.9597523219814241,0.9627329192546584,0.05551000000000012,0.56,0.046554999999999944,0.0,0.0
B_phase,28103,0.0,0.5,1.0,text_prior,1000,0.991,0.991,0.9917279411764706,0.007,0.002,0.0,0.9784615384615385,0.99375,0.9860465116279069,0.0,0.0,0.008199999999999999,0.0,0.0
B_phase,28103,0.0,0.5,1.0,passive_vision_proxy,1000,0.825,0.825,0.8713235294117647,0.175,0.0,0.0,0.6464646464646465,1.0,0.7852760736196319,0.0,0.0,0.175,0.0,0.0
B_phase,28103,0.0,0.5,1.0,conservative_prior,1000,0.846,0.9894736842105263,0.9891386554621848,0.007,0.002,0.145,0.9611111111111111,0.9885714285714285,0.9746478873239437,0.0,0.0,0.02994999999999992,0.0,0.0
B_phase,28103,0.0,0.5,1.0,eager_eatl,1000,0.975,0.975,0.9733455882352942,0.015,0.01,0.0,0.9538461538461539,0.96875,0.9612403100775193,0.10199999999999945,1.0,0.07199999999999965,0.0,0.0
B_phase,28103,0.0,0.5,1.0,risk_aware_eatl,1000,0.985,0.985,0.9815257352941177,0.006,0.009,0.0,0.9810725552050473,0.971875,0.9764521193092622,0.05645000000000009,0.568,0.039624999999999994,0.0,0.0
B_phase,28104,0.0,0.5,1.0,text_prior,1000,0.995,0.995,0.9954973524615696,0.004,0.001,0.0,0.9876923076923076,0.9968944099378882,0.9922720247295209,0.0,0.0,0.0046,0.0,0.0
B_phase,28104,0.0,0.5,1.0,passive_vision_proxy,1000,0.823,0.823,0.8694690265486726,0.177,0.0,0.0,0.6452905811623246,1.0,0.784409257003654,0.0,0.0,0.177,0.0,0.0
B_phase,28104,0.0,0.5,1.0,conservative_prior,1000,0.85,0.9941520467836257,0.9942252887355633,0.004,0.001,0.145,0.9777777777777777,0.9943502824858758,0.9859943977591036,0.0,0.0,0.02634999999999993,0.0,0.0
B_phase,28104,0.0,0.5,1.0,eager_eatl,1000,0.964,0.964,0.9652980083915059,0.026,0.01,0.0,0.9230769230769231,0.968944099378882,0.9454545454545455,0.10199999999999945,1.0,0.08299999999999982,0.0,0.0
B_phase,28104,0.0,0.5,1.0,risk_aware_eatl,1000,0.988,0.988,0.9854431191483903,0.005,0.007,0.0,0.984375,0.9782608695652174,0.9813084112149533,0.056240000000000116,0.568,0.037319999999999985,0.0,0.0
B_phase,28105,0.0,0.5,1.0,text_prior,1000,0.994,0.994,0.9931623931623932,0.003,0.003,0.0,0.9907692307692307,0.9907692307692307,0.9907692307692307,0.0,0.0,0.0048,0.0,0.0
B_phase,28105,0.0,0.5,1.0,passive_vision_proxy,1000,0.826,0.826,0.8711111111111112,0.174,0.0,0.0,0.6513026052104208,1.0,0.7888349514563108,0.0,0.0,0.174,0.0,0.0
B_phase,28105,0.0,0.5,1.0,conservative_prior,1000,0.849,0.9929824561403509,0.9894444444444443,0.003,0.003,0.145,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.0,0.0,0.026549999999999956,0.0,0.0
B_phase,28105,0.0,0.5,1.0,eager_eatl,1000,0.963,0.963,0.963019943019943,0.025,0.012,0.0,0.9260355029585798,0.963076923076923,0.9441930618401206,0.10199999999999945,1.0,0.08319999999999975,0.0,0.0
B_phase,28105,0.0,0.5,1.0,risk_aware_eatl,1000,0.986,0.986,0.9832478632478633,0.006,0.008,0.0,0.9814241486068112,0.9753846153846154,0.9783950617283951,0.05554000000000011,0.561,0.03857,0.0,0.0
B_phase,28106,0.0,0.5,1.0,text_prior,1000,0.995,0.995,0.9963235294117647,0.005,0.0,0.0,0.9846153846153847,1.0,0.9922480620155039,0.0,0.0,0.005,0.0,0.0
B_phase,28106,0.0,0.5,1.0,passive_vision_proxy,1000,0.822,0.822,0.8691176470588236,0.178,0.0,0.0,0.642570281124498,1.0,0.78239608801956,0.0,0.0,0.178,0.0,0.0
B_phase,28106,0.0,0.5,1.0,conservative_prior,1000,0.85,0.9941520467836257,0.9963235294117647,0.005,0.0,0.145,0.9722222222222222,1.0,0.9859154929577464,0.0,0.0,0.02674999999999995,0.0,0.0
B_phase,28106,0.0,0.5,1.0,eager_eatl,1000,0.969,0.969,0.9681066176470587,0.02,0.011,0.0,0.939209726443769,0.965625,0.9522342064714946,0.10199999999999945,1.0,0.07759999999999981,0.0,0.0
B_phase,28106,0.0,0.5,1.0,risk_aware_eatl,1000,0.983,0.983,0.9792279411764706,0.007,0.01,0.0,0.9779179810725552,0.96875,0.9733124018838304,0.0554400000000001,0.559,0.04071999999999997,0.0,0.0
B_phase,28101,0.0,0.75,1.0,text_prior,1000,0.995,0.995,0.9954973524615696,0.004,0.001,0.0,0.9876923076923076,0.9968944099378882,0.9922720247295209,0.0,0.0,0.0046,0.0,0.0
B_phase,28101,0.0,0.75,1.0,passive_vision_proxy,1000,0.823,0.823,0.8694690265486726,0.177,0.0,0.0,0.6452905811623246,1.0,0.784409257003654,0.0,0.0,0.177,0.0,0.0
B_phase,28101,0.0,0.75,1.0,conservative_prior,1000,0.85,0.9941520467836257,0.9942252887355633,0.004,0.001,0.145,0.9777777777777777,0.9943502824858758,0.9859943977591036,0.0,0.0,0.026349999999999953,0.0,0.0
