family,hidden_flip_rate,test_harm_weight,failure_harm,method,seeds,n_total,accuracy,accuracy_se,nonabstain_accuracy,nonabstain_accuracy_se,balanced_accuracy,balanced_accuracy_se,unsafe_false_positive_rate,unsafe_false_positive_rate_se,avoidable_false_negative_rate,avoidable_false_negative_rate_se,abstention_rate,abstention_rate_se,precision,precision_se,recall,recall_se,f1,f1_se,mean_test_cost,mean_test_cost_se,mean_tests_used,mean_tests_used_se,mean_total_cost,mean_total_cost_se,stale_unsafe_rate,stale_unsafe_rate_se,dominated_rate,dominated_rate_se
B_phase,0.0,0.0,1.0,conservative_prior,6,6000,0.849,0.0005773502691896263,0.9929824561403509,0.000675263472736398,0.9917904186672959,0.0014826228360797188,0.004166666666666667,0.0003073181485764296,0.0018333333333333333,0.0005426273532033235,0.145,0.0,0.9768518518518519,0.001707323047646825,0.9897311116392691,0.003000355291450464,0.98323208646141,0.0015932391344586974,0.0,0.0,0.0,0.0,0.027016666666666602,0.0004087922591134864,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,1.0,eager_eatl,6,6000,0.9698333333333333,0.0026509956200978135,0.9698333333333333,0.0026509956200978135,0.970282529220756,0.0028453616502844992,0.021,0.002265686062395524,0.009166666666666667,0.0015581327856693658,0.0,0.0,0.9374125639410174,0.0064012434610233645,0.9715636744059667,0.00486648096028225,0.9540969082434236,0.00404709791539109,0.10199999999999945,0.0,1.0,0.0,0.026500000000000003,0.0023848130604584793,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,1.0,passive_vision_proxy,6,6000,0.8236666666666667,0.00042163702135578437,0.8236666666666667,0.00042163702135578437,0.8698331977186424,0.0002307871759654932,0.17633333333333331,0.00042163702135578437,0.0,0.0,0.0,0.0,0.6466244991660047,0.0009524965171298981,1.0,0.0,0.785391965799088,0.0007025752102352033,0.0,0.0,0.0,0.0,0.17633333333333331,0.00042163702135578437,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,1.0,risk_aware_eatl,6,6000,0.982,0.0006831300510639739,0.982,0.0006831300510639739,0.9775240172826825,0.0009940575868157724,0.006666666666666666,0.000760116950066092,0.011333333333333334,0.0008027729719194863,0.0,0.0,0.9790611533576141,0.002351547697114999,0.9648859972524516,0.0024519712919853537,0.9718982074508404,0.0010926009905481847,0.05532833333333344,0.00025953055910838795,0.5583333333333333,0.0025776819905574816,0.013466666666666663,0.0005970296847263496,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,1.0,text_prior,6,6000,0.994,0.0005773502691896263,0.994,0.0005773502691896263,0.994091608976305,0.0008283833832871401,0.004166666666666667,0.0003073181485764296,0.0018333333333333333,0.0005426273532033235,0.0,0.0,0.9871794871794872,0.0009455943033120745,0.9943334922572872,0.0016653009114582882,0.9907383028628868,0.0008849815521341585,0.0,0.0,0.0,0.0,0.005266666666666667,0.0004087922591134905,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,2.0,conservative_prior,6,6000,0.849,0.0005773502691896263,0.9929824561403509,0.000675263472736398,0.9917904186672959,0.0014826228360797188,0.004166666666666667,0.0003073181485764296,0.0018333333333333333,0.0005426273532033235,0.145,0.0,0.9768518518518519,0.001707323047646825,0.9897311116392691,0.003000355291450464,0.98323208646141,0.0015932391344586974,0.0,0.0,0.0,0.0,0.03118333333333325,0.0006458413977991087,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,2.0,eager_eatl,6,6000,0.971,0.002620432534271142,0.971,0.002620432534271142,0.970070025844326,0.0020226289119680816,0.0185,0.002655183609470351,0.010499999999999999,0.0005627314338711379,0.0,0.0,0.9443320982521488,0.007574545777408711,0.9674451738791979,0.0017932044862336426,0.9556633905310398,0.0038792576296637436,0.10199999999999945,0.0,1.0,0.0,0.043300000000000005,0.005264408798716148,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,2.0,passive_vision_proxy,6,6000,0.8236666666666667,0.00042163702135578437,0.8236666666666667,0.00042163702135578437,0.8698331977186424,0.0002307871759654932,0.17633333333333331,0.00042163702135578437,0.0,0.0,0.0,0.0,0.6466244991660047,0.0009524965171298981,1.0,0.0,0.785391965799088,0.0007025752102352033,0.0,0.0,0.0,0.0,0.35266666666666663,0.0008432740427115687,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,2.0,risk_aware_eatl,6,6000,0.9818333333333333,0.0017400510848184269,0.9818333333333333,0.0017400510848184269,0.9779369101256419,0.001591026610830227,0.0075,0.001607275126832159,0.010666666666666666,0.0006666666666666668,0.0,0.0,0.9766130259960631,0.004892942862200872,0.9669387137928471,0.0020788140746546254,0.9717163313726624,0.0026867153821310006,0.05584333333333345,0.0003875105733324512,0.5628333333333333,0.0034391536426536177,0.0214,0.0032393414968683583,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,2.0,text_prior,6,6000,0.994,0.0005773502691896263,0.994,0.0005773502691896263,0.994091608976305,0.0008283833832871401,0.004166666666666667,0.0003073181485764296,0.0018333333333333333,0.0005426273532033235,0.0,0.0,0.9871794871794872,0.0009455943033120745,0.9943334922572872,0.0016653009114582882,0.9907383028628868,0.0008849815521341585,0.0,0.0,0.0,0.0,0.009433333333333334,0.0006458413977991122,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,5.0,conservative_prior,6,6000,0.849,0.0005773502691896263,0.9929824561403509,0.000675263472736398,0.9917904186672959,0.0014826228360797188,0.004166666666666667,0.0003073181485764296,0.0018333333333333333,0.0005426273532033235,0.145,0.0,0.9768518518518519,0.001707323047646825,0.9897311116392691,0.003000355291450464,0.98323208646141,0.0015932391344586974,0.0,0.0,0.0,0.0,0.04368333333333322,0.0015167216107263885,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,5.0,eager_eatl,6,6000,0.9693333333333333,0.001744833643773655,0.9693333333333333,0.001744833643773655,0.9691165701540497,0.0023461889563094252,0.0205,0.0017078251276599335,0.010166666666666666,0.0017400510848184251,0.0,0.0,0.9386250928157797,0.004654348136679494,0.9685026671421783,0.005380793304995576,0.9532346130791086,0.002630086273504004,0.10199999999999945,0.0,1.0,0.0,0.10859999999999997,0.008081254028099023,0.0,0.0,0.0,0.0
B_phase,0.0,0.0,5.0,passive_vision_proxy,6,6000,0.8236666666666667,0.00042163702135578437,0.8236666666666667,0.00042163702135578437,0.8698331977186424,0.0002307871759654932,0.17633333333333331,0.00042163702135578437,0.0,0.0,0.0,0.0,0.6466244991660047,0.0009524965171298981,1.0,0.0,0.785391965799088,0.0007025752102352033,0.0,0.0,0.0,0.0,0.8816666666666667,0.0021081851067789215,0.0,0.0,0.0,0.0
