hidden_flip_rate,test_harm_weight,failure_harm,best_method,best_total_cost,text_total_cost,eager_eatl_total_cost,risk_aware_eatl_total_cost,risk_minus_text,eager_minus_text
0.0,1.0,2.0,text_prior,0.008833333333333332,0.008833333333333332,0.1557666666666662,0.07558333333333332,0.06674999999999999,0.14693333333333286
0.0,1.0,5.0,text_prior,0.019833333333333335,0.019833333333333335,0.22460000000000008,0.0999799999999998,0.08014666666666648,0.20476666666666674
0.0,1.0,10.0,text_prior,0.03816666666666667,0.03816666666666667,0.3216333333333343,0.12414833333333318,0.08598166666666651,0.28346666666666764
0.0,1.0,20.0,text_prior,0.07483333333333334,0.07483333333333334,0.5050666666666697,0.19394833333333344,0.11911500000000011,0.43023333333333635
0.0,1.25,1.0,text_prior,0.005866666666666666,0.005866666666666666,0.1560333333333336,0.08065624999999992,0.07478958333333324,0.15016666666666695
0.0,1.25,2.0,text_prior,0.010533333333333334,0.010533333333333334,0.17686666666666695,0.0871687499999999,0.07663541666666657,0.1663333333333336
0.0,1.25,5.0,text_prior,0.024533333333333334,0.024533333333333334,0.21693333333333367,0.11868958333333322,0.09415624999999989,0.19240000000000035
0.0,1.25,10.0,text_prior,0.04786666666666667,0.04786666666666667,0.31723333333333326,0.1562958333333333,0.10842916666666663,0.2693666666666666
0.0,1.25,20.0,text_prior,0.09453333333333333,0.09453333333333333,0.5661333333333324,0.24263958333333346,0.14810625000000013,0.471599999999999
0.0,1.75,1.0,text_prior,0.0052,0.0052,0.20170000000000032,0.1087691666666662,0.1035691666666662,0.1965000000000003
0.0,1.75,2.0,text_prior,0.0092,0.0092,0.22590000000000052,0.11994999999999947,0.11074999999999947,0.2167000000000005
0.0,1.75,5.0,text_prior,0.0212,0.0212,0.295600000000001,0.15093041666666626,0.12973041666666627,0.274400000000001
0.0,1.75,10.0,text_prior,0.0412,0.0412,0.390766666666668,0.18221333333333314,0.14101333333333316,0.34956666666666797
0.0,1.75,20.0,text_prior,0.0812,0.0812,0.6007666666666656,0.25940833333333363,0.17820833333333364,0.5195666666666656
0.0,2.5,1.0,text_prior,0.006666666666666667,0.006666666666666667,0.2846000000000005,0.1518666666666665,0.14519999999999986,0.27793333333333387
0.0,2.5,2.0,text_prior,0.012333333333333333,0.012333333333333333,0.30116666666666725,0.16052083333333314,0.1481874999999998,0.28883333333333394
0.0,2.5,5.0,text_prior,0.029333333333333333,0.029333333333333333,0.3636000000000007,0.18032916666666643,0.1509958333333331,0.3342666666666674
0.0,2.5,10.0,text_prior,0.05766666666666667,0.05766666666666667,0.4721666666666674,0.21768333333333306,0.1600166666666664,0.41450000000000076
0.0,2.5,20.0,text_prior,0.11433333333333333,0.11433333333333333,0.6298999999999998,0.29008333333333325,0.1757499999999999,0.5155666666666665
0.0,3.0,1.0,text_prior,0.004666666666666666,0.004666666666666666,0.33310000000000284,0.17612666666666743,0.17146000000000078,0.3284333333333362
0.0,3.0,2.0,text_prior,0.008333333333333333,0.008333333333333333,0.3524666666666693,0.1881600000000011,0.17982666666666777,0.34413333333333596
0.0,3.0,5.0,text_prior,0.019333333333333334,0.019333333333333334,0.40970000000000245,0.21223166666666812,0.19289833333333478,0.39036666666666914
0.0,3.0,10.0,text_prior,0.03766666666666667,0.03766666666666667,0.530233333333335,0.24586166666666848,0.2081950000000018,0.4925666666666683
0.0,3.0,20.0,text_prior,0.07433333333333333,0.07433333333333333,0.6614000000000005,0.33327000000000173,0.25893666666666837,0.5870666666666672
0.05,0.0,1.0,text_prior,0.0127,0.0127,0.02736666666666667,0.012833333333333332,0.00013333333333333253,0.014666666666666672
0.05,0.0,2.0,risk_aware_eatl,0.021,0.0237,0.045633333333333345,0.021,-0.0026999999999999975,0.021933333333333346
0.05,0.0,5.0,risk_aware_eatl,0.04660000000000001,0.0567,0.11473333333333331,0.04660000000000001,-0.010099999999999991,0.05803333333333331
0.05,0.0,10.0,risk_aware_eatl,0.06670000000000001,0.1117,0.20606666666666665,0.06670000000000001,-0.044999999999999984,0.09436666666666665
0.05,0.0,20.0,risk_aware_eatl,0.14196666666666663,0.2217,0.41146666666666676,0.14196666666666663,-0.07973333333333338,0.18976666666666675
0.05,0.1,1.0,text_prior,0.0123,0.0123,0.0363666666666669,0.018581166666666656,0.006281166666666655,0.024066666666666903
0.05,0.1,2.0,text_prior,0.0238,0.0238,0.05493333333333342,0.02650216666666673,0.0027021666666667277,0.031133333333333416
0.05,0.1,5.0,risk_aware_eatl,0.04829983333333343,0.058300000000000005,0.11816666666666732,0.04829983333333343,-0.010000166666666574,0.05986666666666732
0.05,0.1,10.0,conservative_prior,0.09588333333333349,0.1158,0.2372999999999993,0.104084166666667,-0.011715833333332995,0.12149999999999929
0.05,0.1,20.0,conservative_prior,0.1692166666666668,0.2308,0.4660999999999986,0.17166949999999997,-0.05913050000000003,0.23529999999999862
0.05,0.25,1.0,text_prior,0.0121,0.0121,0.0516333333333333,0.027642083333333272,0.015542083333333272,0.0395333333333333
0.05,0.25,2.0,text_prior,0.0236,0.0236,0.07443333333333349,0.036546249999999975,0.012946249999999975,0.050833333333333494
0.05,0.25,5.0,risk_aware_eatl,0.04897708333333335,0.0581,0.12923333333333398,0.04897708333333335,-0.009122916666666647,0.07113333333333398
0.05,0.25,10.0,risk_aware_eatl,0.08511166666666675,0.1156,0.23690000000000244,0.08511166666666675,-0.030488333333333242,0.12130000000000245
0.05,0.25,20.0,risk_aware_eatl,0.14670375000000035,0.2306,0.4777666666666594,0.14670375000000035,-0.08389624999999964,0.2471666666666594
0.05,0.5,1.0,text_prior,0.018233333333333334,0.018233333333333334,0.07789999999999975,0.0414133333333333,0.023179999999999968,0.05966666666666641
0.05,0.5,2.0,text_prior,0.03506666666666667,0.03506666666666667,0.10273333333333326,0.05035249999999992,0.015285833333333249,0.0676666666666666
0.05,0.5,5.0,risk_aware_eatl,0.06463666666666662,0.08556666666666667,0.14833333333333348,0.06463666666666662,-0.020930000000000046,0.06276666666666682
0.05,0.5,10.0,risk_aware_eatl,0.10884083333333333,0.16973333333333332,0.27983333333333493,0.10884083333333333,-0.06089249999999999,0.11010000000000161
0.05,0.5,20.0,risk_aware_eatl,0.18404083333333351,0.3380666666666667,0.48680000000000445,0.18404083333333351,-0.15402583333333317,0.14873333333333777
0.05,0.75,1.0,text_prior,0.012866666666666665,0.012866666666666665,0.1012333333333339,0.056437916666667164,0.0435712500000005,0.08836666666666723
0.05,0.75,2.0,text_prior,0.024533333333333334,0.024533333333333334,0.12133333333333379,0.06614500000000054,0.0416116666666672,0.09680000000000046
0.05,0.75,5.0,text_prior,0.059533333333333334,0.059533333333333334,0.19083333333333324,0.09100416666666719,0.03147083333333386,0.13129999999999992
0.05,0.75,10.0,conservative_prior,0.10295000000000017,0.11786666666666666,0.2998666666666649,0.11425041666666699,-0.0036162499999996683,0.18199999999999822
0.05,0.75,20.0,conservative_prior,0.18295000000000042,0.23453333333333332,0.41996666666666405,0.22352791666666605,-0.011005416666667267,0.18543333333333073
0.05,1.0,1.0,text_prior,0.014033333333333333,0.014033333333333333,0.13166666666666593,0.0682033333333334,0.05417000000000006,0.1176333333333326
0.05,1.0,2.0,text_prior,0.026866666666666667,0.026866666666666667,0.15123333333333278,0.07833833333333329,0.051471666666666624,0.12436666666666611
0.05,1.0,5.0,text_prior,0.06536666666666667,0.06536666666666667,0.2043666666666666,0.10172833333333316,0.03636166666666649,0.13899999999999996
0.05,1.0,10.0,conservative_prior,0.11461666666666702,0.12953333333333333,0.3164333333333343,0.12132833333333305,-0.008205000000000282,0.18690000000000095
0.05,1.0,20.0,conservative_prior,0.2062833333333337,0.2578666666666667,0.5812333333333378,0.22444000000000028,-0.03342666666666641,0.32336666666667113
0.05,1.25,1.0,text_prior,0.014866666666666667,0.014866666666666667,0.15340000000000026,0.0832874999999999,0.06842083333333324,0.1385333333333336
0.05,1.25,2.0,text_prior,0.029033333333333335,0.029033333333333335,0.18006666666666699,0.09117083333333323,0.062137499999999894,0.15103333333333366
0.05,1.25,5.0,text_prior,0.07153333333333334,0.07153333333333334,0.24680000000000035,0.11091458333333322,0.03938124999999988,0.17526666666666701
0.05,1.25,10.0,conservative_prior,0.13245000000000035,0.14236666666666664,0.3584999999999997,0.1421229166666666,-0.00024375000000004254,0.21613333333333307
0.05,1.25,20.0,risk_aware_eatl,0.19432083333333341,0.28403333333333336,0.5683666666666658,0.19432083333333341,-0.08971249999999995,0.28433333333333244
0.05,1.75,1.0,text_prior,0.018366666666666667,0.018366666666666667,0.20896666666666705,0.11043666666666618,0.09206999999999951,0.19060000000000038
0.05,1.75,2.0,text_prior,0.03503333333333334,0.03503333333333334,0.22406666666666716,0.11893374999999949,0.08390041666666614,0.18903333333333383
0.05,1.75,5.0,conservative_prior,0.08095,0.08503333333333334,0.2852666666666676,0.1391879166666662,0.054154583333332854,0.20023333333333426
0.05,1.75,10.0,conservative_prior,0.13845000000000038,0.16836666666666666,0.40323333333333466,0.18449249999999973,0.01612583333333306,0.234866666666668
0.05,1.75,20.0,conservative_prior,0.2534500000000004,0.33503333333333335,0.6263333333333322,0.2543358333333334,-0.08069749999999992,0.29129999999999884
0.05,2.5,1.0,text_prior,0.016,0.016,0.28320000000000056,0.15204583333333316,0.13604583333333314,0.26720000000000055
0.05,2.5,2.0,text_prior,0.030500000000000003,0.030500000000000003,0.30736666666666723,0.15848333333333314,0.12798333333333314,0.2768666666666672
0.05,2.5,5.0,text_prior,0.074,0.074,0.3652666666666674,0.19128749999999978,0.11728749999999978,0.2912666666666674
0.05,2.5,10.0,conservative_prior,0.12991666666666704,0.1465,0.4840333333333341,0.23242499999999983,0.08592499999999983,0.33753333333333413
0.05,2.5,20.0,conservative_prior,0.23658333333333367,0.29150000000000004,0.7185666666666661,0.35310416666666683,0.06160416666666679,0.4270666666666661
0.05,3.0,1.0,text_prior,0.009899999999999999,0.009899999999999999,0.3355000000000028,0.17702666666666741,0.16712666666666742,0.3256000000000028
0.05,3.0,2.0,text_prior,0.0189,0.0189,0.3564666666666694,0.18867666666666771,0.1697766666666677,0.33756666666666935
0.05,3.0,5.0,text_prior,0.045899999999999996,0.045899999999999996,0.40843333333333587,0.21089000000000147,0.16499000000000147,0.36253333333333587
0.05,3.0,10.0,text_prior,0.0909,0.0909,0.5273000000000019,0.24179500000000184,0.15089500000000183,0.4364000000000019
0.05,3.0,20.0,conservative_prior,0.16265000000000038,0.1809,0.7710999999999999,0.34934166666666855,0.16844166666666854,0.5901999999999998
0.1,0.0,1.0,risk_aware_eatl,0.012133333333333333,0.025766666666666667,0.02566666666666667,0.012133333333333333,-0.013633333333333334,-9.999999999999593e-05
0.1,0.0,2.0,risk_aware_eatl,0.0198,0.049933333333333337,0.05423333333333334,0.0198,-0.030133333333333335,0.004300000000000005
0.1,0.0,5.0,risk_aware_eatl,0.04363333333333334,0.12243333333333332,0.12226666666666663,0.04363333333333334,-0.07879999999999998,-0.00016666666666668994
0.1,0.0,10.0,risk_aware_eatl,0.09493333333333333,0.2432666666666667,0.2336333333333333,0.09493333333333333,-0.14833333333333337,-0.009633333333333383
0.1,0.0,20.0,risk_aware_eatl,0.17166666666666666,0.4849333333333334,0.5201333333333334,0.17166666666666666,-0.3132666666666667,0.035200000000000065
0.1,0.1,1.0,risk_aware_eatl,0.019952333333333353,0.0208,0.03843333333333356,0.019952333333333353,-0.0008476666666666459,0.017633333333333563
0.1,0.1,2.0,risk_aware_eatl,0.03082983333333346,0.0403,0.05746666666666678,0.03082983333333346,-0.009470166666666543,0.017166666666666774
0.1,0.1,5.0,risk_aware_eatl,0.04137733333333343,0.0988,0.1331666666666672,0.04137733333333343,-0.057422666666666566,0.03436666666666721
0.1,0.1,10.0,risk_aware_eatl,0.07639866666666677,0.1963,0.2540666666666659,0.07639866666666677,-0.11990133333333323,0.05776666666666588
0.1,0.1,20.0,risk_aware_eatl,0.16888133333333336,0.39130000000000004,0.3725666666666656,0.16888133333333336,-0.22241866666666668,-0.018733333333334434
0.1,0.25,1.0,text_prior,0.015633333333333332,0.015633333333333332,0.056333333333333346,0.02889499999999995,0.013261666666666616,0.040700000000000014
0.1,0.25,2.0,text_prior,0.02996666666666667,0.02996666666666667,0.07446666666666682,0.038767083333333306,0.008800416666666637,0.04450000000000015
0.1,0.25,5.0,risk_aware_eatl,0.049749999999999996,0.07296666666666667,0.12903333333333408,0.049749999999999996,-0.02321666666666667,0.05606666666666742
0.1,0.25,10.0,risk_aware_eatl,0.10370000000000006,0.14463333333333334,0.2589666666666681,0.10370000000000006,-0.04093333333333328,0.11433333333333479
0.1,0.25,20.0,risk_aware_eatl,0.17855750000000087,0.28796666666666665,0.36776666666666263,0.17855750000000087,-0.10940916666666578,0.07979999999999599
0.1,0.5,1.0,text_prior,0.025666666666666667,0.025666666666666667,0.07936666666666639,0.042159166666666636,0.01649249999999997,0.05369999999999972
0.1,0.5,2.0,text_prior,0.049833333333333334,0.049833333333333334,0.09653333333333325,0.050795833333333235,0.0009624999999999009,0.046699999999999915
0.1,0.5,5.0,risk_aware_eatl,0.06624083333333322,0.12233333333333332,0.16450000000000042,0.06624083333333322,-0.0560925000000001,0.0421666666666671
0.1,0.5,10.0,risk_aware_eatl,0.1220866666666668,0.24316666666666664,0.2808000000000023,0.1220866666666668,-0.12107999999999984,0.03763333333333568
0.1,0.5,20.0,risk_aware_eatl,0.15196750000000014,0.4848333333333334,0.44903333333333795,0.15196750000000014,-0.33286583333333325,-0.03579999999999545
0.1,0.75,1.0,text_prior,0.022500000000000003,0.022500000000000003,0.10173333333333391,0.05441791666666708,0.03191791666666707,0.0792333333333339
0.1,0.75,2.0,text_prior,0.044000000000000004,0.044000000000000004,0.12800000000000045,0.058664166666667156,0.014664166666667151,0.08400000000000044
0.1,0.75,5.0,risk_aware_eatl,0.09167750000000045,0.10849999999999999,0.19666666666666643,0.09167750000000045,-0.016822499999999532,0.08816666666666645
0.1,0.75,10.0,risk_aware_eatl,0.12401833333333358,0.216,0.2656333333333324,0.12401833333333358,-0.09198166666666642,0.04963333333333239
0.1,0.75,20.0,risk_aware_eatl,0.24737374999999945,0.43100000000000005,0.49796666666666445,0.24737374999999945,-0.1836262500000006,0.0669666666666644
0.1,1.0,1.0,text_prior,0.018,0.018,0.1314666666666659,0.06703833333333341,0.049038333333333406,0.1134666666666659
0.1,1.0,2.0,text_prior,0.035,0.035,0.1507333333333328,0.07883999999999997,0.04383999999999996,0.1157333333333328
0.1,1.0,5.0,conservative_prior,0.07941666666666673,0.08600000000000001,0.21333333333333324,0.10040999999999978,0.01440999999999977,0.12733333333333324
0.1,1.0,10.0,conservative_prior,0.13608333333333358,0.171,0.3149666666666674,0.1551149999999999,-0.01588500000000012,0.14396666666666738
0.1,1.0,20.0,risk_aware_eatl,0.22991333333333347,0.34099999999999997,0.574466666666671,0.22991333333333347,-0.1110866666666665,0.23346666666667104
0.1,1.25,1.0,text_prior,0.027333333333333334,0.027333333333333334,0.15396666666666695,0.08048333333333324,0.053149999999999906,0.1266333333333336
0.1,1.25,2.0,text_prior,0.05316666666666667,0.05316666666666667,0.17283333333333362,0.08750833333333323,0.03434166666666656,0.11966666666666695
0.1,1.25,5.0,conservative_prior,0.10991666666666693,0.13066666666666665,0.2592333333333336,0.11272291666666656,-0.01794375000000009,0.12856666666666694
0.1,1.25,10.0,risk_aware_eatl,0.1258729166666666,0.25983333333333336,0.35053333333333303,0.1258729166666666,-0.13396041666666675,0.09069999999999967
0.1,1.25,20.0,risk_aware_eatl,0.23611875000000013,0.5181666666666667,0.5983333333333323,0.23611875000000013,-0.2820479166666665,0.08016666666666561
0.1,1.75,1.0,text_prior,0.0228,0.0228,0.20663333333333367,0.1083716666666662,0.0855716666666662,0.18383333333333368
0.1,1.75,2.0,text_prior,0.0448,0.0448,0.2266000000000005,0.11750416666666617,0.07270416666666618,0.1818000000000005
0.1,1.75,5.0,conservative_prior,0.10088333333333352,0.1108,0.2792000000000009,0.1447741666666663,0.03397416666666629,0.16840000000000088
0.1,1.75,10.0,risk_aware_eatl,0.17577624999999986,0.2208,0.395466666666668,0.17577624999999986,-0.04502375000000014,0.17466666666666802
0.1,1.75,20.0,risk_aware_eatl,0.25577125000000017,0.4408,0.6209666666666654,0.25577125000000017,-0.18502874999999985,0.18016666666666542
0.1,2.5,1.0,text_prior,0.01923333333333333,0.01923333333333333,0.2849666666666672,0.15208333333333315,0.13284999999999983,0.2657333333333339
0.1,2.5,2.0,text_prior,0.037566666666666665,0.037566666666666665,0.30803333333333394,0.16084166666666647,0.1232749999999998,0.2704666666666673
0.1,2.5,5.0,conservative_prior,0.0859833333333334,0.09256666666666666,0.3558666666666674,0.18427499999999977,0.09170833333333311,0.26330000000000076
0.1,2.5,10.0,conservative_prior,0.149316666666667,0.18423333333333333,0.49186666666666745,0.2248999999999998,0.04066666666666646,0.3076333333333341
0.1,2.5,20.0,conservative_prior,0.27598333333333325,0.36756666666666665,0.750599999999999,0.30032916666666665,-0.0672375,0.3830333333333324
0.1,3.0,1.0,text_prior,0.020466666666666668,0.020466666666666668,0.33300000000000285,0.17557666666666738,0.15511000000000072,0.31253333333333616
0.1,3.0,2.0,text_prior,0.03913333333333333,0.03913333333333333,0.35800000000000265,0.18499833333333432,0.145865000000001,0.3188666666666693
0.1,3.0,5.0,conservative_prior,0.09021666666666675,0.09513333333333333,0.4186333333333358,0.2092633333333347,0.11413000000000136,0.32350000000000245
0.1,3.0,10.0,conservative_prior,0.15688333333333368,0.18846666666666667,0.5247333333333349,0.25271500000000185,0.06424833333333518,0.33626666666666827
0.1,3.0,20.0,conservative_prior,0.29021666666666657,0.3751333333333333,0.7649333333333331,0.3576516666666685,-0.01748166666666484,0.3897999999999998
0.2,0.0,1.0,risk_aware_eatl,0.012133333333333331,0.0381,0.029033333333333338,0.012133333333333331,-0.025966666666666673,-0.009066666666666664
0.2,0.0,2.0,risk_aware_eatl,0.025233333333333337,0.0751,0.050266666666666675,0.025233333333333337,-0.04986666666666666,-0.024833333333333325
0.2,0.0,5.0,risk_aware_eatl,0.056366666666666676,0.1861,0.13486666666666663,0.056366666666666676,-0.1297333333333333,-0.05123333333333335
0.2,0.0,10.0,risk_aware_eatl,0.09853333333333332,0.3711,0.21969999999999995,0.09853333333333332,-0.2725666666666667,-0.15140000000000003
0.2,0.0,20.0,risk_aware_eatl,0.16589999999999996,0.7411000000000001,0.43086666666666673,0.16589999999999996,-0.5752000000000002,-0.31023333333333336
0.2,0.1,1.0,risk_aware_eatl,0.01759583333333331,0.04323333333333333,0.03813333333333356,0.01759583333333331,-0.02563750000000002,-0.005099999999999771
0.2,0.1,2.0,risk_aware_eatl,0.02774283333333341,0.08556666666666667,0.06113333333333338,0.02774283333333341,-0.057823833333333255,-0.024433333333333286
0.2,0.1,5.0,risk_aware_eatl,0.04899616666666671,0.21256666666666665,0.13463333333333388,0.04899616666666671,-0.16357049999999995,-0.07793333333333277
0.2,0.1,10.0,risk_aware_eatl,0.07471000000000011,0.4242333333333333,0.21473333333333278,0.07471000000000011,-0.3495233333333332,-0.20950000000000052
0.2,0.1,20.0,risk_aware_eatl,0.17382783333333326,0.8475666666666667,0.46753333333333197,0.17382783333333326,-0.6737388333333334,-0.3800333333333347
0.2,0.25,1.0,risk_aware_eatl,0.026018749999999948,0.04083333333333333,0.05343333333333332,0.026018749999999948,-0.014814583333333384,0.012599999999999986
0.2,0.25,2.0,risk_aware_eatl,0.03866916666666666,0.08016666666666666,0.07670000000000017,0.03866916666666666,-0.04149750000000001,-0.003466666666666493
0.2,0.25,5.0,risk_aware_eatl,0.05410541666666667,0.19816666666666666,0.13303333333333403,0.05410541666666667,-0.14406124999999997,-0.06513333333333263
0.2,0.25,10.0,risk_aware_eatl,0.1068812500000002,0.39483333333333337,0.28293333333333337,0.1068812500000002,-0.28795208333333316,-0.1119
0.2,0.25,20.0,risk_aware_eatl,0.18792375000000078,0.7881666666666667,0.43049999999999555,0.18792375000000078,-0.6002429166666658,-0.35766666666667113
0.2,0.5,1.0,text_prior,0.03576666666666667,0.03576666666666667,0.0759333333333331,0.04048833333333329,0.004721666666666624,0.040166666666666434
0.2,0.5,2.0,risk_aware_eatl,0.04943249999999994,0.07043333333333333,0.09786666666666657,0.04943249999999994,-0.021000833333333392,0.02743333333333324
0.2,0.5,5.0,risk_aware_eatl,0.07439416666666661,0.17443333333333333,0.15390000000000037,0.07439416666666661,-0.10003916666666672,-0.02053333333333296
0.2,0.5,10.0,risk_aware_eatl,0.13109416666666673,0.34776666666666667,0.24943333333333462,0.13109416666666673,-0.21667249999999993,-0.09833333333333205
0.2,0.5,20.0,risk_aware_eatl,0.20251000000000033,0.6944333333333333,0.510433333333337,0.20251000000000033,-0.49192333333333305,-0.1839999999999964
0.2,0.75,1.0,text_prior,0.0387,0.0387,0.10203333333333396,0.057001250000000475,0.018301250000000477,0.06333333333333396
0.2,0.75,2.0,risk_aware_eatl,0.06329458333333379,0.0762,0.12216666666666713,0.06329458333333379,-0.012905416666666211,0.04596666666666713
0.2,0.75,5.0,risk_aware_eatl,0.09692375000000039,0.18869999999999998,0.1886999999999999,0.09692375000000039,-0.09177624999999959,-8.326672684688674e-17
0.2,0.75,10.0,risk_aware_eatl,0.1282341666666669,0.37620000000000003,0.2778666666666654,0.1282341666666669,-0.24796583333333314,-0.09833333333333466
0.2,0.75,20.0,risk_aware_eatl,0.16237166666666653,0.7512,0.4821999999999969,0.16237166666666653,-0.5888283333333335,-0.26900000000000307
0.2,1.0,1.0,text_prior,0.04766666666666667,0.04766666666666667,0.13069999999999923,0.06815500000000005,0.02048833333333338,0.08303333333333257
0.2,1.0,2.0,risk_aware_eatl,0.07341333333333336,0.09433333333333332,0.15066666666666612,0.07341333333333336,-0.020919999999999966,0.05633333333333279
0.2,1.0,5.0,risk_aware_eatl,0.09985666666666647,0.23433333333333334,0.20396666666666655,0.09985666666666647,-0.13447666666666686,-0.03036666666666679
0.2,1.0,10.0,risk_aware_eatl,0.16093999999999994,0.4676666666666667,0.3099333333333341,0.16093999999999994,-0.3067266666666667,-0.15773333333333256
0.2,1.0,20.0,risk_aware_eatl,0.24929833333333357,0.9343333333333333,0.5532666666666701,0.24929833333333357,-0.6850349999999998,-0.3810666666666632
0.2,1.25,1.0,text_prior,0.04053333333333334,0.04053333333333334,0.1516333333333336,0.08101249999999993,0.040479166666666594,0.11110000000000025
0.2,1.25,2.0,conservative_prior,0.06994999999999997,0.07986666666666667,0.1732000000000003,0.08745416666666657,0.0075874999999999,0.09333333333333363
0.2,1.25,5.0,risk_aware_eatl,0.12205833333333324,0.19786666666666666,0.23043333333333368,0.12205833333333324,-0.07580833333333342,0.03256666666666702
0.2,1.25,10.0,risk_aware_eatl,0.16635625,0.39453333333333335,0.3686999999999996,0.16635625,-0.22817708333333334,-0.025833333333333763
0.2,1.25,20.0,risk_aware_eatl,0.21602916666666677,0.7878666666666667,0.5290666666666658,0.21602916666666677,-0.5718375,-0.2588000000000009
0.2,1.75,1.0,text_prior,0.048966666666666665,0.048966666666666665,0.20210000000000033,0.10926458333333286,0.060297916666666194,0.15313333333333368
0.2,1.75,2.0,conservative_prior,0.08438333333333338,0.09663333333333332,0.2279000000000005,0.1196495833333328,0.023016249999999475,0.13126666666666717
0.2,1.75,5.0,risk_aware_eatl,0.14703291666666626,0.2396333333333333,0.288800000000001,0.14703291666666626,-0.09260041666666705,0.04916666666666769
0.2,1.75,10.0,risk_aware_eatl,0.19591374999999997,0.47796666666666665,0.3987000000000014,0.19591374999999997,-0.28205291666666665,-0.07926666666666526
0.2,1.75,20.0,risk_aware_eatl,0.2649462500000004,0.9546333333333333,0.6641999999999979,0.2649462500000004,-0.689687083333333,-0.29043333333333543
0.2,2.5,1.0,text_prior,0.042800000000000005,0.042800000000000005,0.2799333333333338,0.15205833333333316,0.10925833333333315,0.2371333333333338
0.2,2.5,2.0,conservative_prior,0.07554999999999995,0.0848,0.30153333333333393,0.1603833333333331,0.0755833333333331,0.21673333333333394
