family,noise,guard,seeds,n_total,accuracy,accuracy_se,nonabstain_accuracy,nonabstain_accuracy_se,balanced_accuracy,balanced_accuracy_se,unsafe_false_positive_rate,unsafe_false_positive_rate_se,avoidable_false_negative_rate,avoidable_false_negative_rate_se,abstention_rate,abstention_rate_se,precision,precision_se,recall,recall_se,f1,f1_se,mean_test_cost,mean_test_cost_se,mean_tests_used,mean_tests_used_se,mean_total_cost,mean_total_cost_se,stale_unsafe_rate,stale_unsafe_rate_se,dominated_rate,dominated_rate_se
E_noise_bias,0.0,bayes_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5100000000000016,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,crisp_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10199999999999987,0.0,1.0,0.0,0.10199999999999987,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,margin_abstain_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10199999999999987,0.0,1.0,0.0,0.10199999999999987,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.0,repeat3_guard,10,20000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3060000000000007,0.0,3.0,0.0,0.3060000000000007,0.0,0.0,0.0,0.0,0.0
E_noise_bias,0.01,bayes_guard,10,20000,0.99915,0.00023629078131262734,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008500000000000001,0.0002362907813126304,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5101275000000016,3.544361719689392e-05,0.0,0.0,0.0,0.0
E_noise_bias,0.01,crisp_guard,10,20000,0.9895,0.0011328430311977596,0.9895,0.0011328430311977596,0.9901075081140541,0.001100288099132377,0.00925,0.0011260797287739243,0.00125,0.00026087459737497546,0.0,0.0,0.9365502374500987,0.007177032461125668,0.9909401853635161,0.0018950389798685233,0.9628350702922114,0.0038380916649676205,0.10199999999999987,0.0,1.0,0.0,0.14900000000000058,0.005618501184084321,0.0,0.0,0.0,0.0
E_noise_bias,0.01,margin_abstain_guard,10,20000,0.98255,0.0008578072821638555,0.995944826728431,0.0002279979531918572,0.9960607817757642,0.0003978021208066146,0.0035,0.00028867513459481284,0.0005,0.00012909944487358055,0.01345,0.0007433034373659251,0.974399454155055,0.0024234440491793002,0.996230189240498,0.0009730335359107603,0.9851732380622684,0.001113298272496746,0.10199999999999987,0.0,1.0,0.0,0.12181750000000015,0.0014259843091703481,0.0,0.0,0.0,0.0
E_noise_bias,0.01,repeat3_guard,10,20000,0.9996,0.00014529663145135507,0.9996,0.00014529663145135507,0.9997681031976876,8.411082049039128e-05,0.0004,0.00014529663145135578,0.0,0.0,0.0,0.0,0.9971030979817994,0.001063978593880742,1.0,0.0,0.9985468878983824,0.0005339146256857373,0.3060000000000007,0.0,3.0,0.0,0.3080000000000007,0.0007264831572567668,0.0,0.0,0.0,0.0
E_noise_bias,0.03,bayes_guard,10,20000,0.9907,0.0006879922480183425,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0006879922480183432,1.0,0.0,1.0,0.0,1.0,0.0,0.5100000000000016,0.0,5.0,0.0,0.5113950000000015,0.00010319883720274726,0.0,0.0,0.0,0.0
E_noise_bias,0.03,crisp_guard,10,20000,0.9698,0.0012364824660660917,0.9698,0.0012364824660660917,0.9691764904515018,0.0016442570133695191,0.025849999999999998,0.0011156711980786374,0.00435,0.0004536885862938732,0.0,0.0,0.83685958776034,0.006297090822708469,0.9683256933370445,0.002993207377121653,0.897675774541394,0.00386890293606016,0.10199999999999987,0.0,1.0,0.0,0.23386000000000182,0.005605992825143108,0.0,0.0,0.0,0.0
