family,seed,task,axis,value,method,n,accuracy,nonabstain_accuracy,balanced_accuracy,unsafe_false_positive_rate,avoidable_false_negative_rate,abstention_rate,precision,recall,f1,mean_test_cost,mean_tests_used,mean_total_cost,stale_unsafe_rate,dominated_rate
G_demand_embodiment,28601,contain_liquid,volume_ml,50,text_prior,360,0.9166666666666666,0.9166666666666666,0.9374451658185646,0.07777777777777778,0.005555555555555556,0.0,0.7407407407407407,0.975609756097561,0.8421052631578947,0.0,0.0,0.3922222222222222,0.0,0.0
G_demand_embodiment,28601,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8472222222222222,0.8472222222222222,0.9010791366906474,0.1527777777777778,0.0,0.0,0.5985401459854015,1.0,0.7488584474885845,0.0,0.0,0.7638888888888888,0.0,0.0
G_demand_embodiment,28601,contain_liquid,volume_ml,50,eager_eatl,360,0.9666666666666667,0.9666666666666667,0.9612212668889278,0.022222222222222223,0.011111111111111112,0.0,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.10000000000000067,1.0,0.21777777777777757,0.0,0.0
G_demand_embodiment,28601,contain_liquid,volume_ml,50,risk_aware_eatl,360,0.9944444444444445,0.9944444444444445,0.9878048780487805,0.0,0.005555555555555556,0.0,1.0,0.975609756097561,0.9876543209876543,0.043055555555555444,0.4305555555555556,0.046388888888888806,0.0,0.0
G_demand_embodiment,28602,contain_liquid,volume_ml,50,text_prior,360,0.9222222222222223,0.9222222222222223,0.9453412879452536,0.075,0.002777777777777778,0.0,0.75,0.9878048780487805,0.8526315789473684,0.0,0.0,0.37666666666666665,0.0,0.0
G_demand_embodiment,28602,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8027777777777778,0.8027777777777778,0.8723021582733813,0.19722222222222222,0.0,0.0,0.5359477124183006,1.0,0.6978723404255319,0.0,0.0,0.9861111111111112,0.0,0.0
G_demand_embodiment,28602,contain_liquid,volume_ml,50,eager_eatl,360,0.9777777777777777,0.9777777777777777,0.9770135111423057,0.016666666666666666,0.005555555555555556,0.0,0.9302325581395349,0.975609756097561,0.9523809523809524,0.10000000000000067,1.0,0.1866666666666678,0.0,0.0
G_demand_embodiment,28602,contain_liquid,volume_ml,50,risk_aware_eatl,360,0.9916666666666667,0.9916666666666667,0.9860063168977014,0.002777777777777778,0.005555555555555556,0.0,0.9876543209876543,0.975609756097561,0.9815950920245398,0.0463888888888888,0.4638888888888889,0.06361111111111133,0.0,0.0
G_demand_embodiment,28603,contain_liquid,volume_ml,50,text_prior,360,0.9027777777777778,0.9027777777777778,0.9287091000871919,0.09166666666666666,0.005555555555555556,0.0,0.6944444444444444,0.974025974025974,0.8108108108108107,0.0,0.0,0.4616666666666666,0.0,0.0
G_demand_embodiment,28603,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8388888888888889,0.8388888888888889,0.8975265017667844,0.16111111111111112,0.0,0.0,0.5703703703703704,1.0,0.7264150943396227,0.0,0.0,0.8055555555555556,0.0,0.0
G_demand_embodiment,28603,contain_liquid,volume_ml,50,eager_eatl,360,0.9555555555555556,0.9555555555555556,0.9670047267220412,0.041666666666666664,0.002777777777777778,0.0,0.8351648351648352,0.987012987012987,0.9047619047619049,0.10000000000000067,1.0,0.3099999999999982,0.0,0.0
G_demand_embodiment,28603,contain_liquid,volume_ml,50,risk_aware_eatl,360,0.9833333333333333,0.9833333333333333,0.9752191271625901,0.008333333333333333,0.008333333333333333,0.0,0.961038961038961,0.961038961038961,0.961038961038961,0.043888888888888776,0.4388888888888889,0.09055555555555579,0.0,0.0
G_demand_embodiment,28604,contain_liquid,volume_ml,50,text_prior,360,0.9055555555555556,0.9055555555555556,0.9353224610822832,0.09166666666666666,0.002777777777777778,0.0,0.6944444444444444,0.9868421052631579,0.8152173913043478,0.0,0.0,0.45999999999999996,0.0,0.0
G_demand_embodiment,28604,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8194444444444444,0.8194444444444444,0.8855633802816901,0.18055555555555555,0.0,0.0,0.5390070921985816,1.0,0.7004608294930876,0.0,0.0,0.9027777777777778,0.0,0.0
G_demand_embodiment,28604,contain_liquid,volume_ml,50,eager_eatl,360,0.9666666666666667,0.9666666666666667,0.969236471460341,0.027777777777777776,0.005555555555555556,0.0,0.8809523809523809,0.9736842105263158,0.925,0.10000000000000067,1.0,0.2422222222222222,0.0,0.0
G_demand_embodiment,28604,contain_liquid,volume_ml,50,risk_aware_eatl,360,0.9833333333333333,0.9833333333333333,0.9653446997776131,0.002777777777777778,0.013888888888888888,0.0,0.9861111111111112,0.9342105263157895,0.9594594594594595,0.04499999999999989,0.45,0.06722222222222242,0.0,0.0
G_demand_embodiment,28605,contain_liquid,volume_ml,50,text_prior,360,0.9222222222222223,0.9222222222222223,0.9453412879452536,0.075,0.002777777777777778,0.0,0.75,0.9878048780487805,0.8526315789473684,0.0,0.0,0.37666666666666665,0.0,0.0
G_demand_embodiment,28605,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8305555555555556,0.8305555555555556,0.8902877697841727,0.16944444444444445,0.0,0.0,0.5734265734265734,1.0,0.7288888888888889,0.0,0.0,0.8472222222222222,0.0,0.0
G_demand_embodiment,28605,contain_liquid,volume_ml,50,eager_eatl,360,0.9638888888888889,0.9638888888888889,0.96802070538691,0.030555555555555555,0.005555555555555556,0.0,0.8791208791208791,0.975609756097561,0.9248554913294798,0.10000000000000067,1.0,0.25611111111110985,0.0,0.0
G_demand_embodiment,28605,contain_liquid,volume_ml,50,risk_aware_eatl,360,0.9833333333333333,0.9833333333333333,0.9720126337954027,0.005555555555555556,0.011111111111111112,0.0,0.975,0.9512195121951219,0.9629629629629629,0.04499999999999989,0.45,0.07944444444444454,0.0,0.0
G_demand_embodiment,28606,contain_liquid,volume_ml,50,text_prior,360,0.9166666666666666,0.9166666666666666,0.9374451658185646,0.07777777777777778,0.005555555555555556,0.0,0.7407407407407407,0.975609756097561,0.8421052631578947,0.0,0.0,0.3922222222222222,0.0,0.0
G_demand_embodiment,28606,contain_liquid,volume_ml,50,passive_vision_proxy,360,0.8194444444444444,0.8194444444444444,0.8830935251798562,0.18055555555555555,0.0,0.0,0.5578231292517006,1.0,0.7161572052401747,0.0,0.0,0.9027777777777778,0.0,0.0
G_demand_embodiment,28606,contain_liquid,volume_ml,50,eager_eatl,360,0.9638888888888889,0.9638888888888889,0.9723197052114406,0.03333333333333333,0.002777777777777778,0.0,0.8709677419354839,0.9878048780487805,0.9257142857142857,0.10000000000000067,1.0,0.26833333333333187,0.0,0.0
